YBL113C,YBL113W-A,YBL112C,YBL111C,YBL109W,YBL108C-A,YBL108W,YBL107W-A,YBL107C,YBL106C,YBL105C,YBL104C,YBL103C,YBL102W,YBL101C,YBL100W-C,YBL100C,YBL099W,YBL098W,YBL097W,YBL096C,YBL095W,YBL094C,YBL093C,YBL092W,YBL091C-A,YBL091C,YBL090W,YBL089W,YBL088C,YBL087C,YBL086C,YBL085W,YBL084C,YBL083C,YBL082C,YBL081W,YBL080C,YBL079W,YBL078C,YBL077W,YBL076C,YBL075C,YBL074C,YBL073W,YBL072C,YBL071C-B,YBL071W-A,YBL071C,YBL070C,YBL069W,YBL068W-A,YBL068W,YBL067C,YBL066C,YBL065W,YBL064C,YBL063W,YBL062W,YBL061C,YBL060W,YBL059C-A,YBL059W,YBL058W,YBL057C,YBL056W,YBL055C,YBL054W,YBL053W,YBL052C,YBL051C,YBL050W,YBL049W,YBL048W,YBL047C,YBL046W,YBL045C,YBL044W,YBL043W,YBL042C,YBL041W,YBL040C,YBL039W-B,YBL039C,YBL039C-A,YBL038W,YBL037W,YBL036C,YBL035C,YBL034C,YBL033C,YBL032W,YBL031W,YBL030C,YBL029C-A,YBL029W,YBL028C,YBL027W,YBL026W,YBL025W,YBL024W,YBL023C,YBL022C,YBL021C,YBL020W,YBL019W,YBL018C,YBL017C,YBL016W,YBL015W,YBL014C,YBL013W,YBL012C,YBL011W,YBL010C,YBL009W,YBL008W-A,YBL008W,YBL007C,YBL006C,YBL006W-A,YBL005W,YBL004W,YBL003C,YBL002W,YBL001C,YBR001C,YBR002C,YBR003W,YBR004C,YBR005W,YBR006W,YBR007C,YBR008C,YBR009C,YBR010W,YBR011C,YBR012C,YBR013C,YBR014C,YBR015C,YBR016W,YBR017C,YBR018C,YBR019C,YBR020W,YBR021W,YBR022W,YBR023C,YBR024W,YBR025C,YBR026C,YBR027C,YBR028C,YBR029C,YBR030W,YBR031W,YBR032W,YBR033W,YBR034C,YBR035C,YBR036C,YBR037C,YBR038W,YBR039W,YBR040W,YBR041W,YBR042C,YBR043C,YBR044C,YBR045C,YBR046C,YBR047W,YBR048W,YBR049C,YBR050C,YBR051W,YBR052C,YBR053C,YBR054W,YBR055C,YBR056W,YBR056W-A,YBR056C-B,YBR057C,YBR058C,YBR058C-A,YBR059C,YBR060C,YBR061C,YBR062C,YBR063C,YBR064W,YBR065C,YBR066C,YBR067C,YBR068C,YBR069C,YBR070C,YBR071W,YBR072W,YBR072C-A,YBR073W,YBR074W,YBR076W,YBR076C-A,YBR077C,YBR078W,YBR079C,YBR080C,YBR081C,YBR082C,YBR083W,YBR084W,YBR084C-A,YBR085W,YBR085C-A,YBR086C,YBR087W,YBR088C,YBR089W,YBR089C-A,YBR090C,YBR091C,YBR092C,YBR093C,YBR094W,YBR095C,YBR096W,YBR097W,YBR098W,YBR099C,YBR101C,YBR102C,YBR103W,YBR103C-A,YBR104W,YBR105C,YBR106W,YBR107C,YBR108W,YBR109C,YBR109W-A,YBR110W,YBR111C,YBR111W-A,YBR112C,YBR113W,YBR114W,YBR115C,YBR116C,YBR117C,YBR118W,YBR119W,YBR120C,YBR121C,YBR121C-A,YBR122C,YBR123C,YBR124W,YBR125C,YBR126C,YBR126W-A,YBR126W-B,YBR127C,YBR128C,YBR129C,YBR130C,YBR131W,YBR131C-A,YBR132C,YBR133C,YBR134W,YBR135W,YBR136W,YBR137W,YBR138C,YBR139W,YBR140C,YBR141C,YBR141W-A,YBR142W,YBR143C,YBR144C,YBR145W,YBR146W,YBR147W,YBR148W,YBR149W,YBR150C,YBR151W,YBR152W,YBR153W,YBR154C,YBR155W,YBR156C,YBR157C,YBR158W,YBR159W,YBR160W,YBR161W,YBR162C,YBR162W-A,YBR163W,YBR164C,YBR165W,YBR166C,YBR167C,YBR168W,YBR169C,YBR170C,YBR171W,YBR172C,YBR173C,YBR174C,YBR175W,YBR176W,YBR177C,YBR178W,YBR179C,YBR180W,YBR181C,YBR182C,YBR182C-A,YBR183W,YBR184W,YBR185C,YBR186W,YBR187W,YBR188C,YBR189W,YBR190W,YBR191W,YBR191W-A,YBR192W,YBR193C,YBR194W,YBR195C,YBR196C,YBR196C-A,YBR196C-B,YBR197C,YBR198C,YBR199W,YBR200W,YBR200W-A,YBR201W,YBR201C-A,YBR202W,YBR203W,YBR204C,YBR205W,YBR206W,YBR207W,YBR208C,YBR209W,YBR210W,YBR211C,YBR212W,YBR213W,YBR214W,YBR215W,YBR216C,YBR217W,YBR218C,YBR219C,YBR220C,YBR221C,YBR221W-A,YBR222C,YBR223C,YBR223W-A,YBR224W,YBR225W,YBR226C,YBR227C,YBR228W,YBR229C,YBR230C,YBR230W-A,YBR231C,YBR232C,YBR233W,YBR233W-A,YBR234C,YBR235W,YBR236C,YBR237W,YBR238C,YBR239C,YBR240C,YBR241C,YBR242W,YBR243C,YBR244W,YBR245C,YBR246W,YBR247C,YBR248C,YBR249C,YBR250W,YBR251W,YBR252W,YBR253W,YBR254C,YBR255W,YBR255C-A,YBR256C,YBR257W,YBR258C,YBR259W,YBR260C,YBR261C,YBR262C,YBR263W,YBR264C,YBR265W,YBR267W,YBR266C,YBR268W,YBR269C,YBR270C,YBR271W,YBR272C,YBR273C,YBR274W,YBR275C,YBR276C,YBR277C,YBR278W,YBR279W,YBR280C,YBR281C,YBR282W,YBR283C,YBR284W,YBR285W,YBR286W,YBR287W,YBR288C,YBR289W,YBR290W,YBR291C,YBR292C,YBR293W,YBR294W,YBR295W,YBR296C,YBR296C-A,YBR297W,YBR298C,YBR298C-A,YBR299W,YBR300C,YBR301W,YBR302C
1,1,1,1,1,1,2,2,2,1,1,1,1,1,0,1,2,1,1,2,1,1,1,0,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,2,3,2,2,2,2,1,1,0,1,3,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,2,2,2,0,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,0,2,1,2,2,2,1,1,1,1,1,1,3,3,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,3,2,1,1,1,1,4,2,2,2,1,1,1,1,2,2,0,0,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,0,1,1,1,2,2,2,1,1,2,3,3,2,0,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,3,1,1,3,2,2,2,2,1,1,2,2,4,1,1,1,1,1,1,2,4,5,1,1,3,3,3,2,2,3,3,2,3,4,2,4,4,3,1,1,0,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,2,2,1,1,2,1,1,1,1,1,2,3,3,2,3,1,2,1,3,2,2,2,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,0,1,1,1,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1
